Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Malawi,MWI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003865086,0.036740593,0.067835209,0.0989413,0.206001228,0.436379595,0.483375584,0.727171962,1.112512243,1.780956216,3.284540007,4.699867658,7.732877763,10.76523981,16.43818951,20.38432991,
Malaysia,MYS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,,0.066688578,0.104246592,0.15873194,0.222645346,0.475710273,0.694898281,1.04442872,1.72588935,2.829534176,4.850515014,7.15542289,9.182104501,9.855549893,13.07521203,21.87387532,30.81626035,36.92792463,44.38913936,57.09551136,74.88436601,73.20962871,86.30689233,100.7671876,107.8520662,119.2176332,
Maldives,MDV,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007875256,0.498065652,0.608639959,1.089352197,2.795385674,6.801516248,14.84379982,23.18594876,38.91775606,68.96761956,90.52631931,103.2944696,141.6065299,146.8439945,156.4401899,
Mali,MLI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011760914,0.027402443,0.041950695,0.058223884,0.092055792,0.206163372,0.383056431,1.99693799,3.185504152,5.782854236,11.13051355,18.05099229,23.77987813,29.91682726,48.40847755,
Malta,MLT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637357538,0.968831313,1.453233307,2.038370282,2.913077399,3.354020934,4.714632924,5.968223863,9.895877267,30.00920383,60.91576173,69.91936237,72.75591974,76.27495838,80.22543749,85.3258302,90.09412052,93.61233159,101.9546319,109.4745192,
Marshall Islands,MHL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553742707,0.517565872,0.710268735,0.901406271,0.664355864,0.850614439,0.857225046,0.938021523,1.060192832,1.15017695,1.239224138,1.268328305,1.915341889,2.857850515,3.78214826,5.618398382,7.03208853,
Mauritania,MRT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578943923,4.060591825,8.828878566,12.17743354,17.62170411,24.46846319,33.87015613,44.01218052,63.48499994,64.60888256,79.33462428,
Mauritius,MUS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207787301,0.233586791,0.268525443,0.367878226,0.512739409,1.045474348,1.838013538,3.702481268,5.209143923,8.689004286,15.16590233,22.70358477,28.71700121,37.81491989,44.40986034,52.83140278,61.65851626,73.67659391,81.4542416,85.23299807,92.96643247,
Mayotte,MYT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7686608,20.23144283,28.40858754,,,,,,,
Mexico,MEX,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001851621,0.010282284,0.075825616,0.187256618,0.357215621,0.433322059,0.627679618,0.746171548,1.088768074,1.823962141,3.4529982,7.848284842,14.08357061,21.47207848,25.26280506,28.96723372,36.55886045,44.2590939,51.37045296,60.94030683,68.06960457,74.25785259,80.55046419,
"Micronesia, Fed. Sts.",FSM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092826378,5.417955227,11.73457209,12.88076111,16.95616136,24.92097518,24.91686827,24.84730203,24.79099099,
Moldova,MDA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380942,0.025083512,0.060114956,0.191635337,0.493556483,3.819113592,6.195855111,9.335343421,13.17351944,21.83724785,30.31279084,37.8788014,52.6385388,67.8807666,78.10269399,88.85603593,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038703535,0.085265376,0.381596987,1.44679768,6.411295824,8.009808935,8.784583706,12.83610785,17.04917394,21.87408115,29.98673061,45.51643755,66.09916348,82.93900524,91.09107402,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.16649227,86.67403816,102.6483318,111.9494492,184.0527031,205.2815913,185.1265823,
Morocco,MAR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.000257171,0.000440667,0.002879404,0.003647941,0.00594343,0.012527355,0.025758613,0.052006515,0.109589804,0.157160475,0.268768085,0.41536272,1.297878733,8.133854771,16.38128869,21.04530631,24.72217628,31.03793239,40.77590198,52.1291356,64.58731247,72.84366405,80.00993155,100.0978968,
Mozambique,MOZ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014825898,0.038882899,0.069029125,0.28056681,0.816693783,1.32686834,2.209608038,3.496937488,7.240934322,10.98737623,14.12010897,19.72429017,26.12049369,30.88574605,
Myanmar,MMR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156883,0.004620643,0.006564894,0.016988043,0.019588399,0.019375451,0.025595164,0.029799149,0.050019964,0.105202247,0.145095261,0.20067615,0.277842771,0.459634636,0.527841074,0.777535557,1.054601911,1.238454642,
Namibia,NAM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211947544,0.390599509,0.713522449,1.081783378,1.620715773,4.325261797,5.505063781,7.601063744,11.13709717,14.00134779,21.58017184,28.73741004,37.06697224,47.80901118,54.28000275,67.21541831,
Nepal,NPL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023084634,0.041908795,0.06919885,0.0855978,0.313144399,0.437078173,0.833210389,4.157203157,11.5208066,14.53017811,19.01922631,30.69382156,
Netherlands,NLD,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,,0.033122563,0.104993879,0.165018336,0.223575812,0.377132135,0.528374726,0.763115737,1.093244107,1.412654032,2.086741081,3.486640732,6.541966652,10.99890139,21.334153,42.6601471,67.53314634,76.03055681,74.9275695,81.35441793,90.89915789,97.02284357,105.8111656,117.7228536,125.4256992,121.8906658,115.4248917,
New Caledonia,NCL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42746114,1.045685279,2.577839228,6.36097561,12.1645779,23.42447123,31.25149546,36.11901215,43.02079872,50.61242763,57.28200074,65.00069194,72.75165017,80.52714126,85.34693379,89.39716599,
New Zealand,NZL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.072617247,0.298507463,0.850500294,1.569025522,2.06861034,2.837160574,4.025530485,6.607552278,9.936298797,13.20471597,14.97329032,20.70773263,36.37454043,39.97096791,58.96147404,62.02355325,64.53615415,74.05504587,85.3915189,90.86388185,100.5417544,108.2246012,108.9021734,114.9267399,
Nicaragua,NIC,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007313469,0.048128203,0.094888118,0.107750334,0.156690465,0.372769238,0.885513331,1.779646586,3.195196397,4.545221165,8.82530415,13.7905591,20.63624009,33.3159371,44.97549632,55.1496679,56.11625101,65.13231992,
Niger,NER,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000996346,0.013243912,0.020780759,0.018823666,0.018800626,0.491543699,0.679673308,1.374207028,2.492349478,3.588373314,6.453619771,13.13236734,17.35877229,24.533213,
Nigeria,NGA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008623716,0.011912226,0.011816604,0.012431372,0.013013071,0.016951542,0.020698036,0.024254471,0.210300765,1.208519162,2.366830773,6.706192587,13.29320269,22.54949159,27.48908131,41.80678114,48.23561006,55.10423928,
Northern Mariana Islands,MNP,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.403347328,1.394662,2.086339691,,,,4.330972792,4.383913958,19.07955597,24.69557448,26.94305767,29.93099819,,,,,,,
Norway,NOR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0.040734668,0.268762393,0.568569375,0.94321416,1.518958627,2.089119379,2.866771517,3.615475326,3.966286412,4.640557655,5.500650909,6.600362402,8.613260093,13.56999114,22.51120852,28.79133214,38.06363769,46.7565572,59.70533267,71.78854799,79.60120086,83.51404171,88.958554,98.53742778,102.8369834,104.467999,106.975713,109.2905894,110.9949084,115.5384128,
Oman,OMN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0.003379751,0.046528605,0.069453849,0.098835006,0.116761705,0.146141307,0.188593775,0.232403931,0.265733194,0.309307305,0.360749779,0.664089997,2.33843922,4.330594012,5.35540883,7.1549619,14.17181949,20.10531188,25.42844141,33.90101315,54.87629193,72.99483663,97.61099053,122.0854824,146.3995788,165.5096299,
Pakistan,PAK,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001788194,0.007393226,0.011439679,0.013219872,0.01986919,0.032167301,0.052041764,0.100574312,0.142296299,0.188030575,0.212073313,0.503264119,1.129291367,1.570067682,3.222703627,8.050153316,21.36452656,38.22340855,52.56722111,55.33439706,57.13700668,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55811577,19.92080414,19.81517952,30.39786999,41.70706112,53.14146535,57.67747676,62.63639045,70.88706526,
Panama,PAN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256249092,0.842198772,3.02056501,8.031628798,13.88306858,15.77160858,17.13339609,22.15298674,39.59648884,54.00144087,66.00079585,89.8516507,114.9350049,175.2413775,184.7072789,
Papua New Guinea,PNG,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047203985,0.077598171,0.10889172,0.134699345,0.159142593,0.193890247,0.265020196,0.301566647,0.812204161,1.230428598,1.601302564,4.690206396,13.34500283,21.14679487,27.83724118,
Paraguay,PRY,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03359628,0.074096401,0.163489367,0.3296308,0.669908158,1.679877958,4.518300953,8.323329095,15.36079366,21.0857473,29.9569663,31.19136242,30.22459942,31.99489438,53.8036084,76.71408226,92.94597224,88.5956273,91.73935544,
Peru,PER,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007608758,0.02576613,0.095551533,0.157962195,0.223033813,0.308651936,0.828795937,1.710008969,2.961194516,3.977121642,4.925615057,6.837216967,8.679488046,10.88685454,15.02295368,20.25981639,32.72760118,54.73693214,73.60989776,85.86901405,100.1346437,
Philippines,PHL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054792893,0.086675954,0.15474385,0.253907309,0.71310266,1.353952827,1.855133567,2.341480792,3.766348031,8.348676655,15.39828669,19.07840957,27.35261712,39.23894528,40.65511117,49.20884301,64.6848428,75.54041897,82.42540791,85.66887123,
Poland,POL,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005721559,0.040817538,0.10103612,0.1943257,0.561562558,2.101441513,4.986726363,10.23402035,17.54574982,26.1572922,36.35453484,45.54748817,60.4890543,76.42093784,96.3404126,108.573363,115.2144014,117.4436419,122.9627881,
Portugal,PRT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027806097,0.065109266,0.126406041,0.373742986,1.014766607,1.734372203,3.398127847,6.598331395,14.93350589,30.35388463,45.92490584,65.17756592,77.50449602,83.61943493,95.80148596,100.6582575,108.5112609,115.5143767,127.0455166,132.2598453,139.7036553,142.8360312,
Puerto Rico,PRI,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,0.113805089,0.250439161,0.330894451,0.575883517,0.93792724,1.673558007,2.627577896,4.795523009,7.792342489,8.833032858,9.762118193,15.33944743,21.41533299,34.55574947,42.42468539,42.68574118,44.08620152,47.45659335,50.97434694,55.9966476,61.69416439,64.32046808,68.36458558,73.75535445,
Qatar,QAT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,,,,,,,,,0.804480265,0.840087301,0.867055575,0.872776851,2.329306076,3.683699297,5.614903341,8.221836013,11.98116714,14.8042536,20.45089575,29.26189486,42.72901904,57.61820964,68.56404147,87.30514284,94.01401972,107.3005079,102.3943097,121.9684997,132.4192723,
Romania,ROU,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003514432,0.012208422,0.039974837,0.07515804,0.891195336,2.856845303,6.031940135,11.1348894,17.3735822,23.43971363,32.37923738,47.10832289,61.72649068,74.07470544,94.67731118,113.7418887,118.1542188,114.9360948,
Russian Federation,RUS,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201852,0.004035268,0.0067331,0.018703484,0.059757933,0.150943217,0.329171645,0.50862157,0.936804981,2.230439567,5.310394852,12.11892191,24.98981553,51.24952396,83.82815229,105.7361404,120.4785362,140.5581825,162.4955939,167.6819922,
Rwanda,RWA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072003405,0.14506398,0.481579938,0.768596972,0.947417419,1.475751646,1.52359885,2.423219033,3.327904763,6.540703078,13.22095998,23.55918158,33.40324736,
Samoa,WSM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445955544,0.852814576,1.388373514,1.416037474,1.407301078,1.512706737,5.861304782,8.903777984,13.31580086,25.17066262,47.44120876,68.20344427,82.78463386,90.97826087,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3.633574226,5.179695593,7.478548374,9.112859257,8.800247133,9.011772827,18.95626356,36.08150352,53.78054659,57.56090477,59.32179392,58.24975011,57.48267277,56.59879212,56.60623027,56.43886864,76.92800821,76.53305271,76.10832752,
Sao Tome and Principe,STP,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358388046,3.255245275,5.152650172,7.831767373,11.88875266,19.12735684,31.56106899,39.38098022,62.11939394,
Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09201903,0.091968908,0.092081744,0.089990113,0.088083824,0.08656789,1.015284034,1.745829885,3.257685177,4.273105318,6.863866579,12.22653438,23.33293668,32.40845243,39.52725122,58.91649955,79.43729043,111.3543131,137.5797633,167.3474553,187.8620482,
Senegal,SEN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001203467,0.001457739,0.016434158,0.078772725,0.304215645,0.948491306,2.632596602,3.092693077,5.521683008,7.597847573,10.59711287,15.91354526,26.70316411,31.64192825,45.72051212,57.004782,67.10404536,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.37303369,74.06075904,89.63988597,114.5099443,130.8636434,135.39954,135.9943492,
Seychelles,SYC,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066397535,1.364879543,2.906142087,6.582451868,20.29100858,31.99886603,45.17499569,53.44205496,59.45531401,65.90181818,70.93606755,83.14420804,90.88001129,107.498045,126.7703727,135.1574713,
Sierra Leone,SLE,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288188959,0.624905608,1.487066406,2.393520535,,,,14.16500663,17.97535303,20.2115487,34.08897222,
Singapore,SGP,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,,,,,0.380428672,0.897134084,1.697669839,2.612548244,3.714365308,5.402142749,6.891781223,8.682082565,11.74190209,22.35511064,27.87482176,41.19534191,68.20924055,72.29579507,79.33429119,86.93010596,95.77603379,102.7849407,108.7972009,129.1047378,132.5536223,138.0383351,145.4520386,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002243888,0.02897258,0.058682085,0.111216459,0.229671807,0.533334723,3.717800134,8.633013982,12.30670012,23.08036046,39.9216229,54.34751005,68.3836942,79.42802128,84.28389005,90.75979953,112.427376,102.0977408,101.4603245,109.1162431,
Slovenia,SVN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026157468,0.175306962,0.326346833,0.820933296,1.371997797,2.072031572,4.713649245,8.155209679,31.84047765,61.11849366,73.79722498,83.59031952,87.14322006,92.5701498,87.94075804,90.66724867,95.55477816,101.6614423,102.9792089,103.5602733,
Solomon Islands,SLB,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041546571,0.064533507,0.091985271,0.17476249,0.181439419,0.27488073,0.281602615,0.230110986,0.231192737,0.238553913,0.656571515,1.277125616,1.449275362,2.195411791,5.879805026,5.723825423,5.576208178,
Somalia,SOM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081222371,1.118874491,1.283490437,2.505651811,6.119277695,5.980962119,6.434632267,6.870103405,7.027367506,7.028625916,6.946736684,
South Africa,ZAF,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011539393,0.016136364,0.019758937,0.034095798,0.106741253,0.8881175,1.367586912,2.382485291,4.486138816,7.964260774,12.08662357,18.95227273,24.01928954,30.09226743,36.55958755,44.65681402,71.95139741,83.09493803,87.65516467,92.22630236,94.15218729,100.7621372,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,,,,0.004411503,0.010872148,0.030034212,0.076777182,0.140796364,0.278514763,0.461495794,0.656455572,1.048302191,2.399153508,7.593168035,10.95864469,16.20660733,37.57853852,60.26607264,72.82754547,81.16139544,88.60912404,90.46862025,98.37774626,103.5783032,107.8957404,108.9288971,111.2730222,112.0032732,
Sri Lanka,LKA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005825675,0.010260581,0.014903385,0.081932992,0.161318141,0.281499798,0.387277491,0.623433893,0.941118887,1.379115975,2.295012388,3.528534345,4.867765898,7.193668429,11.27531819,16.94226484,26.97875144,39.38132924,54.12993456,78.88773032,83.21817833,
St. Kitts and Nevis,KNA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.734034744,0.503190967,1.096436581,1.656412683,2.709659938,4.554227842,10.70434596,47.09912224,59.74084832,103.7154536,102.3870229,127.8366862,145.7868577,145.8880816,153.8461538,
St. Lucia,LCA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.367232232,0.68758294,0.951979437,1.069047078,1.250394862,1.496392393,1.602605195,1.70997549,8.994363206,61.63615988,62.17910043,64.29501613,63.46649678,87.3243118,99.39470795,109.4738063,114.3678161,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.064844836,0.076815578,0.138774528,0.198913838,0.259141686,0.320432677,0.695042954,1.316411573,2.188319693,6.937872151,9.229773463,58.06061613,66.31910543,64.93494552,80.4586937,101.3121218,119.1613695,110.84022,120.9091743,
Sudan,SDN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007113041,0.011974633,0.026421438,0.038958687,0.067275601,0.29668392,0.532659744,1.438819883,2.795882758,4.75898144,11.89555131,20.3550956,28.95430467,36.11230146,40.53597998,
Suriname,SUR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253972742,0.321319129,0.386997614,0.546734978,0.504066239,1.322766469,3.800885715,8.792621121,18.37648992,22.56941841,34.61832375,43.14749937,46.62283144,63.37725509,74.48993994,127.5770484,146.9454335,169.5238095,
Swaziland,SWZ,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466203647,1.38687466,3.264784244,5.43418731,6.709840484,8.376326109,14.27033019,19.65745925,24.53967267,37.25117684,51.52842703,62.86481477,69.3844697,
Sweden,SWE,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0.244720782,0.327148824,0.435752866,0.694695263,0.874211084,1.345308249,2.060062369,2.880345129,4.109283873,5.388583843,6.59365526,7.568007954,8.88334669,15.72759487,22.74854284,28.18686307,35.82385021,46.42426924,57.86941652,71.82395978,80.68831245,89.0648449,98.24486514,97.68132227,100.8242694,105.7980806,110.5897492,108.61599,112.2759925,116.0738537,
Switzerland,CHE,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.083650288,0.466649458,1.094267534,1.862060103,2.567023011,3.127994387,3.714228269,4.749424311,6.351184196,9.371140508,14.73258356,23.88979973,42.79833219,64.56511118,72.97230345,78.74396016,84.33027874,84.91314512,91.8936039,99.36160581,108.710857,116.3321663,120.387183,121.7352415,
Syrian Arab Republic,SYR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025685757,0.187634464,1.215441504,2.358084853,6.775259884,13.02986088,15.95964363,24.78667644,32.39563508,35.93155369,50.01399925,57.70632367,
Tajikistan,TJK,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001740515,0.005382511,0.00696786,0.010238738,0.018792099,0.026152864,0.209996836,0.751445068,2.112305824,4.10646435,32.95203992,32.29304106,54.89899298,72.2352688,86.36200029,
Tanzania,TZA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001276483,0.01168859,0.029360213,0.063939327,0.117139725,0.153476314,0.324688517,0.789184134,1.69359967,3.528297503,5.139340978,7.633071948,14.04933106,20.09341294,30.77244126,40.13691248,46.79613077,
Thailand,THA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.001539189,0.010818748,0.031719041,0.070953219,0.110777502,0.214083778,0.430364671,0.704872513,1.246954633,2.175729395,3.061209368,3.616887074,3.20620292,3.748521098,4.838886227,11.81554374,15.7349765,33.39159937,41.44489898,46.68253249,60.53116887,78.1368246,90.58003795,95.99190157,103.6199358,
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2.153708054,2.640797352,3.273266051,4.727645267,7.373417423,11.57694983,31.90245907,53.4341637,
Togo,TGO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06886088,0.16666026,0.365532127,1.043078299,1.928486836,3.269464428,4.711820623,6.288726017,8.018333431,12.80310631,21.05711654,26.82336372,37.06178003,40.68402455,
Tonga,TON,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312803028,0.313942368,0.124286646,0.134067611,0.143691433,0.183795374,0.239652301,3.386066045,11.23832268,16.35322976,29.59792323,29.58241455,45.49944256,49.04479642,51.19833074,52.21153846,
Trinidad and Tobago,TTO,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034797298,0.103505321,0.135012343,0.207422187,0.503629573,0.751388461,1.343828893,2.052995327,3.004108415,12.52730141,19.74660784,20.18875579,25.75308273,49.68549284,70.25314242,115.0241817,113.8894085,135.6923909,138.163384,141.2557793,
Tunisia,TUN,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,0.002914863,0.005103327,0.00799126,0.011686942,0.014895049,0.023251157,0.026208792,0.030730313,0.035556796,0.071512658,0.083081932,0.417837207,0.584375892,1.24603963,4.023403903,5.871395128,19.48748958,37.61120172,56.64299531,72.46365979,76.6996802,83.28247926,93.8448408,105.3579107,
Turkey,TUR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0.000724299,0.009933951,0.018833747,0.029334144,0.058763796,0.086851231,0.109610227,0.147800242,0.301804797,0.742601897,1.34789759,2.648443237,5.67861217,12.95450329,25.35588104,30.32446058,35.63710418,42.03764449,51.62054061,63.99607585,76.25253719,88.54603292,92.80971263,87.38046482,84.90438064,
Turkmenistan,TKM,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057656946,0.068254835,0.089899216,0.166614128,0.179557826,0.177670321,0.197658648,1.066690286,2.211532447,4.516345481,7.855162227,23.07967882,42.83193753,63.41975407,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18349575,13.41035692,16.4406083,18.4388445,20.43735949,20.39567612,25.44011397,
Uganda,UGA,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008386509,0.018627531,0.022600724,0.131643366,0.239999663,0.524149717,1.134798055,1.524788503,2.913369367,4.233161028,4.626255012,6.839635112,13.82759565,27.29747916,28.99085634,38.38039732,
Ukraine,UKR,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124571,0.009630007,0.027177976,0.058757641,0.11305665,0.23033691,0.435982272,1.664483764,4.569481119,7.660805975,13.59134502,28.94528319,63.71596312,104.891214,118.7726769,120.3710391,119.3026667,117.5460422,
